streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,link,Store
608 N Illinois St,Harrisburg,AR,72432-1248,35.571309,-90.723374,https://www.familydollar.com/locations/ar/harrisburg/24251,Family Dollar
815 S Main St,Hope,AR,71801-6524,33.66166388,-93.58938057,https://www.familydollar.com/locations/ar/hope/21045,Family Dollar
3242 Albert Pike Rd,Hot Springs,AR,71913,34.50664108,-93.12914165,https://www.familydollar.com/locations/ar/hot-springs/28473,Family Dollar
1700 S Highway 161,Jacksonville,AR,72076-5509,34.852227,-92.116434,https://www.familydollar.com/locations/ar/jacksonville/25598,Family Dollar
316 E Johnson Ave,Jonesboro,AR,72401,35.845712,-90.702317,https://www.familydollar.com/locations/ar/jonesboro/24018,Family Dollar
10422 Chicot Road,Little Rock,AR,72209,34.655494,-92.363562,https://www.familydollar.com/locations/ar/little-rock/28936,Family Dollar
431 E Main St,Magnolia,AR,71753-3637,33.26605,-93.235816,https://www.familydollar.com/locations/ar/magnolia/21192,Family Dollar
404 E Page Avenue,Malvern,AR,72104,34.36385,-92.808611,https://www.familydollar.com/locations/ar/malvern/29371,Family Dollar
286 W Chestnut St,Marianna,AR,72360-2132,34.774972,-90.766996,https://www.familydollar.com/locations/ar/marianna/21037,Family Dollar
138 Block St,Marion,AR,72364-1956,35.20914,-90.203249,https://www.familydollar.com/locations/ar/marion/22295,Family Dollar
901 Hwy 49,Marvell,AR,72366,34.559905,-90.913718,https://www.familydollar.com/locations/ar/marvell/30820,Family Dollar
652 Highway 365,Mayflower,AR,72106-9630,34.95548,-92.42401,https://www.familydollar.com/locations/ar/mayflower/32712,Family Dollar
606 Holly Street,Mcgehee,AR,71654,33.62944,-91.40239,https://www.familydollar.com/locations/ar/mcgehee/20602,Family Dollar
601 Highway 71 N,Mena,AR,71953-4394,34.585145,-94.225819,https://www.familydollar.com/locations/ar/mena/23123,Family Dollar
620 W Gaines Street,Monticello,AR,71655,33.62996693,-91.8007528,https://www.familydollar.com/locations/ar/monticello/31091,Family Dollar
627 Highway 270 E,Mount Ida,AR,71957-0015,34.550526,-93.62668,https://www.familydollar.com/locations/ar/mount-ida/22898,Family Dollar
2633 Pike Ave,N Little Rock,AR,72114-1926,34.77952059,-92.27960154,https://www.familydollar.com/locations/ar/n-little-rock/20741,Family Dollar
4143 John F. Kennedy Blvd,North Little Rock,AR,72116-8264,34.79467438,-92.258344,https://www.familydollar.com/locations/ar/north-little-rock/25472,Family Dollar
1008 W Commercial Street,Ozark,AR,72949,35.48839503,-93.83563419,https://www.familydollar.com/locations/ar/ozark/29079,Family Dollar
300 W Kings Highway,Paragould,AR,72450-4229,36.052122,-90.488892,https://www.familydollar.com/locations/ar/paragould/21109,Family Dollar
416 S Fourche Ave,Perryville,AR,72126-8005,35.007199,-92.800119,https://www.familydollar.com/locations/ar/perryville/22436,Family Dollar
1607 E Harding Ave.,Pine Bluff,AR,71601-6823,34.213996,-91.984454,https://www.familydollar.com/locations/ar/pine-bluff/28153,Family Dollar
2104 Highway 62 W,Pocahontas,AR,72455-3640,36.257855,-90.98516,https://www.familydollar.com/locations/ar/pocahontas/24153,Family Dollar
1100 West 1st Street N,Prescott,AR,71857-3310,33.806697,-93.375851,https://www.familydollar.com/locations/ar/prescott/30883,Family Dollar
2405 W Olive St,Rogers,AR,72756-3167,36.34211568,-94.15347464,https://www.familydollar.com/locations/ar/rogers/24511,Family Dollar
1200 S Knoxville Ave,Russellville,AR,72802-6401,35.267136,-93.121278,https://www.familydollar.com/locations/ar/russellville/24009,Family Dollar
2223 W Beebe Capps Expy,Searcy,AR,72143-5018,35.246792,-91.768033,https://www.familydollar.com/locations/ar/searcy/22686,Family Dollar
2601 East Robinson,Springdale,AR,72764,36.165981,-94.102398,https://www.familydollar.com/locations/ar/springdale/27888,Family Dollar
601 S Lincoln,Star City,AR,71667,33.937172,-91.84329,https://www.familydollar.com/locations/ar/star-city/32562,Family Dollar
1823 S. Main Street,Stuttgart,AR,72160-6012,34.485214,-91.552157,https://www.familydollar.com/locations/ar/stuttgart/28952,Family Dollar
1213 E 9th St,Texarkana,AR,71854-5107,33.431313,-94.030374,https://www.familydollar.com/locations/ar/texarkana/23790,Family Dollar
443 Highway 463 S,Trumann,AR,72472,35.66654,-90.51236,https://www.familydollar.com/locations/ar/trumann/22096,Family Dollar
10 Eagle Street,Vilonia,AR,72173,35.0838,-92.1996,https://www.familydollar.com/locations/ar/vilonia/32780,Family Dollar
651 W 2nd Street,Waldron,AR,72958,34.900024,-94.09837,https://www.familydollar.com/locations/ar/waldron/32175,Family Dollar
500 Sw Front St,Walnut Ridge,AR,72476-2637,36.065698,-90.960325,https://www.familydollar.com/locations/ar/walnut-ridge/23956,Family Dollar
317 S Martin St,Warren,AR,71671-2817,33.610563,-92.070605,https://www.familydollar.com/locations/ar/warren/21256,Family Dollar
233 N Sebastian St,West Helena,AR,72390-2447,34.54721484,-90.64620264,https://www.familydollar.com/locations/ar/west-helena/21294,Family Dollar
2113 E Broadway St,West Memphis,AR,72301-3454,35.145972,-90.158795,https://www.familydollar.com/locations/ar/west-memphis/20785,Family Dollar
1800 N Falls Blvd,Wynne,AR,72396-0591,35.24286302,-90.78219921,https://www.familydollar.com/locations/ar/wynne/20798,Family Dollar
11545 Bartlett Avenue,Adelanto,CA,92301-1922,34.57870259,-117.413237,https://www.familydollar.com/locations/ca/adelanto/30458,Family Dollar
451 Bellevue Rd,Atwater,CA,95301-2906,37.361675,-120.59758,https://www.familydollar.com/locations/ca/atwater/32304,Family Dollar
601 Skyline Blvd,Avenal,CA,93204,36.004727,-120.129426,https://www.familydollar.com/locations/ca/avenal/29197,Family Dollar
125 East Gladstone St.,Azusa,CA,91702-4926,34.114986,-117.906818,https://www.familydollar.com/locations/ca/azusa/30274,Family Dollar
2110 Niles Street,Bakersfield,CA,93305-5008,35.377113,-118.969111,https://www.familydollar.com/locations/ca/bakersfield/28777,Family Dollar
14431 Ramona Blvd,Baldwin Park,CA,91706,34.088649,-117.959464,https://www.familydollar.com/locations/ca/baldwin-park/30070,Family Dollar
1481 W Ramsey Street,Banning,CA,92220-4449,33.92594,-116.893001,https://www.familydollar.com/locations/ca/banning/29074,Family Dollar
649 E. 6th Ave.,Beaumont,CA,92223-2219,33.92889625,-116.9739045,https://www.familydollar.com/locations/ca/beaumont/29421,Family Dollar
3705 Gage Avenue,Bell,CA,90201-1024,33.979562,-118.199335,https://www.familydollar.com/locations/ca/bell/31183,Family Dollar
9555 Alondra Blvd.,Bellflower,CA,90706,33.889545,-118.13086,https://www.familydollar.com/locations/ca/bellflower/31894,Family Dollar
201 S. Main,Bishop,CA,93514,37.360367,-118.3955,https://www.familydollar.com/locations/ca/bishop/32264,Family Dollar
26645 Twenty Mule Team Rd,Boron,CA,93516,35.00026,-117.65606,https://www.familydollar.com/locations/ca/boron/31432,Family Dollar
1400 E. Main St.,Brawley,CA,92227,32.978234,-115.518347,https://www.familydollar.com/locations/ca/brawley/30238,Family Dollar
408 E. 2nd St,Calexico,CA,92231,32.666412,-115.49289,https://www.familydollar.com/locations/ca/calexico/32116,Family Dollar
9567 California City Blvd,California City,CA,93505,35.12646633,-117.9575258,https://www.familydollar.com/locations/ca/california-city/28775,Family Dollar
52226 Harrison Street,Coachella,CA,92236,33.669021,-116.18114,https://www.familydollar.com/locations/ca/coachella/30225,Family Dollar
1831 N Rancho Avenue,Colton,CA,92324,34.090697,-117.334373,https://www.familydollar.com/locations/ca/colton/29289,Family Dollar
379 W. Compton Blvd,Compton,CA,90220,33.8962,-118.22827,https://www.familydollar.com/locations/ca/compton/31854,Family Dollar
3502 Spangler Lane,Copperopolis,CA,95228,37.9366,-120.604,https://www.familydollar.com/locations/ca/copperopolis/31389,Family Dollar
2217 Whitley Ave.,Corcoran,CA,93212,36.09784745,-119.5761127,https://www.familydollar.com/locations/ca/corcoran/29214,Family Dollar
1990 Cecil Avenue,Delano,CA,93215-1513,35.77548365,-119.2281692,https://www.familydollar.com/locations/ca/delano/28877,Family Dollar
1030 N Alta Avenue,Dinuba,CA,93618,36.554272,-119.393861,https://www.familydollar.com/locations/ca/dinuba/29109,Family Dollar
1919 Almond Street,Dos Palos,CA,93620,36.984646,-120.627045,https://www.familydollar.com/locations/ca/dos-palos/32321,Family Dollar
1111 S Fourth St,El Centro,CA,92243-4741,32.782541,-115.551318,https://www.familydollar.com/locations/ca/el-centro/29258,Family Dollar
11635 Valley Boulevard,El Monte,CA,91732,34.067596,-118.024956,https://www.familydollar.com/locations/ca/el-monte/32534,Family Dollar
2043 Jackson Ave,Escalon,CA,95320,37.79396,-120.98811,https://www.familydollar.com/locations/ca/escalon/32181,Family Dollar
607 West 9th Avenue,Escondido,CA,92025,33.110601,-117.083179,https://www.familydollar.com/locations/ca/escondido/32446,Family Dollar
1902 N. Texas Street,Fairfield,CA,94533,38.262833,-122.033714,https://www.familydollar.com/locations/ca/fairfield/32268,Family Dollar
1020 N Street,Firebaugh,CA,93622-2262,36.858363,-120.458242,https://www.familydollar.com/locations/ca/firebaugh/30122,Family Dollar
8050 Citrus Ave.,Fontana,CA,92336,34.107503,-117.454204,https://www.familydollar.com/locations/ca/fontana/29073,Family Dollar
5167 E Belmont Avenue,Fresno,CA,93727,36.751662,-119.71975,https://www.familydollar.com/locations/ca/fresno/29223,Family Dollar
104 N. Lincoln Way,Galt,CA,95632-1721,38.255065,-121.301006,https://www.familydollar.com/locations/ca/galt/30695,Family Dollar
27046 Helendale Road,Helendale,CA,92342,34.7428,-117.336,https://www.familydollar.com/locations/ca/helendale/30794,Family Dollar
2249 E. Florida Avenue,Hemet,CA,92544-4752,33.746546,-116.948699,https://www.familydollar.com/locations/ca/hemet/28996,Family Dollar
15385 Main Street,Hesperia,CA,92345-3392,34.425749,-117.327977,https://www.familydollar.com/locations/ca/hesperia/30503,Family Dollar
27356 Baseline Street,Highland,CA,92346,34.121741,-117.207197,https://www.familydollar.com/locations/ca/highland/29241,Family Dollar
308 W 5th Street,Holtville,CA,92250-1114,32.810401,-115.382982,https://www.familydollar.com/locations/ca/holtville/30434,Family Dollar
36301 S Lassen Avenue,Huron,CA,93234,36.205802,-120.10414,https://www.familydollar.com/locations/ca/huron/29213,Family Dollar
44491 Jackson Street,Indio,CA,92201,33.726332,-116.216801,https://www.familydollar.com/locations/ca/indio/30499,Family Dollar
16044 Avenue 328,Ivanhoe,CA,93235,36.385236,-119.214321,https://www.familydollar.com/locations/ca/ivanhoe/30251,Family Dollar
15070 W Whitesbridge Avenue,Kerman,CA,93630-1030,36.736443,-120.061428,https://www.familydollar.com/locations/ca/kerman/30017,Family Dollar
1770 Draper St.,Kingsburg,CA,93631-1913,36.517204,-119.548848,https://www.familydollar.com/locations/ca/kingsburg/30505,Family Dollar
31281 Riverside Drive,Lake Elsinore,CA,92530,33.68248,-117.36896,https://www.familydollar.com/locations/ca/lake-elsinore/30254,Family Dollar
5500 Lake Isabella Blvd.,Lake Isabella,CA,93240,35.618385,-118.475749,https://www.familydollar.com/locations/ca/lake-isabella/29170,Family Dollar
16830 E Avenue O,Lake Los Angeles,CA,93591,34.6158852,-117.8282444,https://www.familydollar.com/locations/ca/lake-los-angeles/30626,Family Dollar
10415 Main Street,Lamont,CA,93241-1726,35.260998,-118.91378,https://www.familydollar.com/locations/ca/lamont/32056,Family Dollar
1101 W. Avenue I,Lancaster,CA,93534-2200,34.70482939,-118.1502346,https://www.familydollar.com/locations/ca/lancaster/31950,Family Dollar
8338 Pearblossom Highway,Littlerock,CA,93543,34.52074254,-117.9798946,https://www.familydollar.com/locations/ca/littlerock/30248,Family Dollar
5121 Atlantic Avenue,Long Beach,CA,90805,33.849865,-118.1852,https://www.familydollar.com/locations/ca/long-beach/32305,Family Dollar
1014 E. Manchester Ave,Los Angeles,CA,90001-3772,33.9598,-118.2572,https://www.familydollar.com/locations/ca/los-angeles/32693,Family Dollar
1440 E Yosemite Avenue,Madera,CA,93638-1931,36.971627,-120.042973,https://www.familydollar.com/locations/ca/madera/29310,Family Dollar
91279 2nd Street,Mecca,CA,92254-6515,33.569912,-116.07421,https://www.familydollar.com/locations/ca/mecca/32299,Family Dollar
766 Derrick Ave.,Mendota,CA,93640,36.74981032,-120.387506,https://www.familydollar.com/locations/ca/mendota/29077,Family Dollar
1715 Yosemite Parkway,Merced,CA,95340,37.29569748,-120.455663,https://www.familydollar.com/locations/ca/merced/31163,Family Dollar
801 9th St,Modesto,CA,95354,37.637794,-120.99954,https://www.familydollar.com/locations/ca/modesto/32258,Family Dollar
2343 Highway 58,Mojave,CA,93501,35.048303,-118.171296,https://www.familydollar.com/locations/ca/mojave/30107,Family Dollar
15075 Perris Blvd,Moreno Valley,CA,92551,33.9017,-117.227075,https://www.familydollar.com/locations/ca/moreno-valley/29182,Family Dollar
470 Quintana Road,Morro Bay,CA,93442,35.369583,-120.84653,https://www.familydollar.com/locations/ca/morro-bay/32468,Family Dollar
600 Norris Rd,Oildale,CA,93308,35.420105,-119.03209,https://www.familydollar.com/locations/ca/oildale/32147,Family Dollar
3400 E Chapman Ave,Orange,CA,92869-3813,33.787103,-117.817291,https://www.familydollar.com/locations/ca/orange/28934,Family Dollar
1150 Park Blvd.,Orange Cove,CA,93646,36.62516172,-119.3199248,https://www.familydollar.com/locations/ca/orange-cove/29245,Family Dollar
12835 Avenue 416,Orosi,CA,93647,36.544425,-119.286564,https://www.familydollar.com/locations/ca/orosi/29212,Family Dollar
2130 Feather River Blvd.,Oroville,CA,95965,39.501015,-121.57297,https://www.familydollar.com/locations/ca/oroville/32429,Family Dollar
445  W. Hueneme Rd,Oxnard,CA,93033-9022,34.1480228,-119.182034,https://www.familydollar.com/locations/ca/oxnard/31932,Family Dollar
3157 E. Palmdale Blvd,Palmdale,CA,93550,34.58068408,-118.0737267,https://www.familydollar.com/locations/ca/palmdale/30250,Family Dollar
6800 Somerset Boulevard,Paramount,CA,90723-3709,33.89607124,-118.1793487,https://www.familydollar.com/locations/ca/paramount/31401,Family Dollar
"885 E. Manning Avenue, Suite 2",Parlier,CA,93648,36.60573,-119.531722,https://www.familydollar.com/locations/ca/parlier/28968,Family Dollar
339 N Park Drive,Pixley,CA,93256,35.97343482,-119.2924341,https://www.familydollar.com/locations/ca/pixley/31772,Family Dollar
6524 Pony Express Trail,Pollock Pines,CA,95726-9548,38.762076,-120.575622,https://www.familydollar.com/locations/ca/pollock-pines/30709,Family Dollar
1660 Indian Hill Blvd,Pomona,CA,91767-3728,34.074884,-117.718379,https://www.familydollar.com/locations/ca/pomona/29295,Family Dollar
303 E Olive Avenue Unit C,Porterville,CA,93257-4871,36.064598,-119.009649,https://www.familydollar.com/locations/ca/porterville/30706,Family Dollar
1540 E Manning Avenue,Reedley,CA,93654-2346,36.605007,-119.432854,https://www.familydollar.com/locations/ca/reedley/28901,Family Dollar
271 W Base Line Road,Rialto,CA,92376,34.120851,-117.373973,https://www.familydollar.com/locations/ca/rialto/29309,Family Dollar
1001 State Highway 12,Rio Vista,CA,94571,38.16172003,-121.6988055,https://www.familydollar.com/locations/ca/rio-vista/31411,Family Dollar
6155 Tyler Street,Riverside,CA,92503,33.944175,-117.477696,https://www.familydollar.com/locations/ca/riverside/30631,Family Dollar
1605 W. Rosamond Blvd,Rosamond,CA,93560,34.864708,-118.16084,https://www.familydollar.com/locations/ca/rosamond/32110,Family Dollar
4207 Norwood Ave,Sacramento,CA,95838,38.645485,-121.45861,https://www.familydollar.com/locations/ca/sacramento/32131,Family Dollar
2108 Hwy 86 Service Rd,Salton City,CA,92275,33.280391,-115.966912,https://www.familydollar.com/locations/ca/salton-city/29291,Family Dollar
2150 N Sierra Way,San Bernardino,CA,92405-4030,34.135311,-117.285722,https://www.familydollar.com/locations/ca/san-bernardino/29404,Family Dollar
3729 University Avenue,San Diego,CA,92105-1321,32.749507,-117.11212,https://www.familydollar.com/locations/ca/san-diego/31383,Family Dollar
742 Academy Avenue,Sanger,CA,93657-3108,36.705162,-119.55512,https://www.familydollar.com/locations/ca/sanger/31189,Family Dollar
1223 S San Jacinto Avenue,San Jacinto,CA,92583,33.7756152,-116.9582196,https://www.familydollar.com/locations/ca/san-jacinto/30557,Family Dollar
21790 Colorado Ave.,San Joaquin,CA,93660,36.60398,-120.18286,https://www.familydollar.com/locations/ca/san-joaquin/29183,Family Dollar
111 S. Pacific Avenue,San Pedro,CA,90731,33.742975,-118.288193,https://www.familydollar.com/locations/ca/san-pedro/30576,Family Dollar
"601 E. San Ysidro Blvd, Suite",San Ysidro,CA,92173-3138,32.54886,-117.03472,https://www.familydollar.com/locations/ca/san-ysidro/31961,Family Dollar
3726 Mccall Avenue,Selma,CA,93662-2215,36.588422,-119.609092,https://www.familydollar.com/locations/ca/selma/29204,Family Dollar
163 Central Valley Highway,Shafter,CA,93263-2072,35.505062,-119.27794,https://www.familydollar.com/locations/ca/shafter/29076,Family Dollar
9507 Long Beach Blvd,South Gate,CA,90280,33.949382,-118.218107,https://www.familydollar.com/locations/ca/south-gate/29201,Family Dollar
3233 West Hammer Lane,Stockton,CA,95209,38.02261,-121.35744,https://www.familydollar.com/locations/ca/stockton/32535,Family Dollar
1045 Kern Street,Taft,CA,93268,35.144768,-119.466188,https://www.familydollar.com/locations/ca/taft/30375,Family Dollar
655 Tucker Rd,Tehachapi,CA,93561,35.127626,-118.468784,https://www.familydollar.com/locations/ca/tehachapi/29307,Family Dollar
